"DT_GERACAO";"HH_GERACAO";"CD_UF_TSE";"CD_UF_IBGE";"SG_UF";"NM_UF";"CD_MUNICIPIO_TSE";"NM_MUNICIPIO_TSE";"CD_MUNICIPIO_IBGE";"NM_MUNICIPIO_IBGE"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4391";"Cachoeira Do Arari";1502004;"Cachoeira Do Arari"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4405";"Vitória Do Xingu";1508357;"Vitória Do Xingu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4413";"Cametá";1502103;"Cametá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4421";"Novo Repartimento";1505064;"Novo Repartimento"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4430";"Capanema";1502202;"Capanema"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4448";"Breu Branco";1501782;"Breu Branco"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4456";"Capitão Poço";1502301;"Capitão Poço"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4464";"São Domingos Do Araguaia";1507151;"São Domingos Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4472";"Castanhal";1502400;"Castanhal"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4480";"Nova Esperança Do Piriá";1504950;"Nova Esperança Do Piriá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4499";"Chaves";1502509;"Chaves"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4502";"Abel Figueiredo";1500131;"Abel Figueiredo"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4510";"Colares";1502608;"Colares"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4529";"Cumaru Do Norte";1502764;"Cumaru Do Norte"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4537";"Conceição Do Araguaia";1502707;"Conceição Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4545";"Terra Alta";1507961;"Terra Alta"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4553";"Curralinho";1502806;"Curralinho"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4561";"Floresta Do Araguaia";1503044;"Floresta Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4570";"Curuçá";1502905;"Curuçá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4588";"Bannach";1501253;"Bannach"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4596";"Faro";1503002;"Faro"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4600";"Nova Ipixuna";1504976;"Nova Ipixuna"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4618";"Gurupá";1503101;"Gurupá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4626";"Placas";1505650;"Placas"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4634";"Igarapé-Açu";1503200;"Igarapé-Açu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4642";"Marituba";1504422;"Marituba"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4650";"Igarapé-Miri";1503309;"Igarapé-Miri"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4669";"Tracuateua";1508035;"Tracuateua"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4677";"Inhangapi";1503408;"Inhangapi"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4685";"Quatipuru";1506112;"Quatipuru"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4693";"Irituia";1503507;"Irituia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4707";"Canaã Dos Carajás";1502152;"Canaã Dos Carajás"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4715";"Itaituba";1503606;"Itaituba"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4723";"Anapu";1500859;"Anapu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4731";"Itupiranga";1503705;"Itupiranga"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4740";"Curuá";1502855;"Curuá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4758";"Jacundá";1503804;"Jacundá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4766";"Cachoeira Do Piriá";1501956;"Cachoeira Do Piriá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4774";"Juruti";1503903;"Juruti"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4782";"Piçarra";1505635;"Piçarra"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4790";"Limoeiro Do Ajuru";1504000;"Limoeiro Do Ajuru"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4804";"Belterra";1501451;"Belterra"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4812";"Magalhães Barata";1504109;"Magalhães Barata"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4820";"São João Da Ponta";1507466;"São João Da Ponta"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4839";"Marabá";1504208;"Marabá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4847";"Sapucaia";1507755;"Sapucaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4855";"Maracanã";1504307;"Maracanã"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4863";"Mojuí Dos Campos";1504752;"Mojuí Dos Campos"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4871";"Marapanim";1504406;"Marapanim"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4898";"Melgaço";1504505;"Melgaço"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4910";"Mocajuba";1504604;"Mocajuba"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4936";"Moju";1504703;"Moju"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4952";"Monte Alegre";1504802;"Monte Alegre"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4979";"Muaná";1504901;"Muaná"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"4995";"Nova Timboteua";1505007;"Nova Timboteua"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5010";"Óbidos";1505106;"Óbidos"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5037";"Oeiras Do Pará";1505205;"Oeiras Do Pará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5053";"Oriximiná";1505304;"Oriximiná"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5070";"Ourém";1505403;"Ourém"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5096";"Paragominas";1505502;"Paragominas"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5118";"Peixe-Boi";1505601;"Peixe-Boi"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5134";"Ponta De Pedras";1505700;"Ponta De Pedras"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5150";"Portel";1505809;"Portel"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5177";"Porto De Moz";1505908;"Porto De Moz"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5193";"Prainha";1506005;"Prainha"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5215";"Primavera";1506104;"Primavera"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5231";"Salinópolis";1506203;"Salinópolis"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5258";"Salvaterra";1506302;"Salvaterra"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5274";"Santa Cruz Do Arari";1506401;"Santa Cruz Do Arari"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5290";"Santa Izabel Do Pará";1506500;"Santa Izabel Do Pará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5312";"Santa Maria Do Pará";1506609;"Santa Maria Do Pará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5339";"Santana Do Araguaia";1506708;"Santana Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5355";"Santarém";1506807;"Santarém"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5371";"Santarém Novo";1506906;"Santarém Novo"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5398";"Santo Antônio Do Tauá";1507003;"Santo Antônio Do Tauá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5410";"São Caetano De Odivelas";1507102;"São Caetano De Odivelas"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5436";"São Domingos Do Capim";1507201;"São Domingos Do Capim"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5452";"São Félix Do Xingu";1507300;"São Félix Do Xingu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5479";"São Francisco Do Pará";1507409;"São Francisco Do Pará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5495";"São João Do Araguaia";1507508;"São João Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5517";"São Miguel Do Guamá";1507607;"São Miguel Do Guamá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5533";"São Sebastião Da Boa Vista";1507706;"São Sebastião Da Boa Vista"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5550";"Senador José Porfírio";1507805;"Senador José Porfírio"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5576";"Soure";1507904;"Soure"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5592";"Tomé-Açu";1508001;"Tomé-Açu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5614";"Tucuruí";1508100;"Tucuruí"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5630";"Vigia";1508209;"Vigia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5657";"Viseu";1508308;"Viseu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5673";"Redenção";1506138;"Redenção"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5690";"Rio Maria";1506161;"Rio Maria"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5711";"Xinguara";1508407;"Xinguara"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5738";"Rondon Do Pará";1506187;"Rondon Do Pará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5754";"Uruará";1508159;"Uruará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5770";"Medicilândia";1504455;"Medicilândia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5797";"São Geraldo Do Araguaia";1507458;"São Geraldo Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5819";"Concórdia Do Pará";1502756;"Concórdia Do Pará"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5835";"Parauapebas";1505536;"Parauapebas"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5851";"Curionópolis";1502772;"Curionópolis"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5878";"Garrafão Do Norte";1503077;"Garrafão Do Norte"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5894";"Rurópolis";1506195;"Rurópolis"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5916";"Pacajá";1505486;"Pacajá"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5932";"Brejo Grande Do Araguaia";1501758;"Brejo Grande Do Araguaia"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5959";"Ourilândia Do Norte";1505437;"Ourilândia Do Norte"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5975";"Dom Eliseu";1502939;"Dom Eliseu"
"12/04/2026";"09:00:07";13;15;"PA";"Pará";"5991";"Santa Maria Das Barreiras";1506583;"Santa Maria Das Barreiras"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19003";"Riachão Do Poço";2512762;"Riachão Do Poço"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19011";"Água Branca";2500106;"Água Branca"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19020";"Sobrado";2515971;"Sobrado"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19038";"Aguiar";2500205;"Aguiar"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19046";"São José Dos Ramos";2514453;"São José Dos Ramos"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19054";"Alagoa Grande";2500304;"Alagoa Grande"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19062";"Capim";2504033;"Capim"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19070";"Alagoa Nova";2500403;"Alagoa Nova"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19089";"Cuité De Mamanguape";2505238;"Cuité De Mamanguape"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19097";"Alagoinha";2500502;"Alagoinha"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19100";"Curral De Cima";2505279;"Curral De Cima"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19119";"Alhandra";2500601;"Alhandra"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19127";"Riachão Do Bacamarte";2512754;"Riachão Do Bacamarte"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19135";"São João Do Rio Do Peixe";2500700;"São João Do Rio Do Peixe"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19143";"Matinhas";2509339;"Matinhas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19151";"Araçagi";2500809;"Araçagi"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19160";"Logradouro";2508554;"Logradouro"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19178";"Arara";2500908;"Arara"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19186";"Sertãozinho";2515930;"Sertãozinho"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19194";"Araruna";2501005;"Araruna"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19208";"Riachão";2512747;"Riachão"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19216";"Areia";2501104;"Areia"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19224";"São Domingos Do Cariri";2513943;"São Domingos Do Cariri"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19232";"Areial";2501203;"Areial"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19240";"Caraúbas";2504074;"Caraúbas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19259";"Aroeiras";2501302;"Aroeiras"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19267";"Santo André";2513851;"Santo André"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19275";"Damião";2505352;"Damião"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19283";"Sossêgo";2516151;"Sossêgo"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19291";"Baía Da Traição";2501401;"Baía Da Traição"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19305";"Baraúna";2501534;"Baraúna"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19313";"Bananeiras";2501500;"Bananeiras"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19321";"Assunção";2501351;"Assunção"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19330";"Barra De Santa Rosa";2501609;"Barra De Santa Rosa"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19348";"Zabelê";2517407;"Zabelê"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19356";"Barra De São Miguel";2501708;"Barra De São Miguel"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19364";"Cacimbas";2503555;"Cacimbas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19372";"Bayeux";2501807;"Bayeux"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19380";"Cajazeirinhas";2503753;"Cajazeirinhas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19399";"Belém";2501906;"Belém"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19402";"São Bentinho";2513927;"São Bentinho"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19410";"Belém Do Brejo Do Cruz";2502003;"Belém Do Brejo Do Cruz"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19429";"São Domingos";2513968;"São Domingos"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19437";"Boa Ventura";2502102;"Boa Ventura"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19445";"São José De Princesa";2514552;"São José De Princesa"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19453";"Bom Jesus";2502201;"Bom Jesus"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19461";"Marizópolis";2509156;"Marizópolis"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19470";"Bom Sucesso";2502300;"Bom Sucesso"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19488";"Mato Grosso";2509370;"Mato Grosso"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19496";"Bonito De Santa Fé";2502409;"Bonito De Santa Fé"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19500";"Bernardino Batista";2502052;"Bernardino Batista"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19518";"Boqueirão";2502508;"Boqueirão"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19526";"Poço De José De Moura";2512077;"Poço De José De Moura"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19534";"Igaracy";2502607;"Igaracy"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19542";"São José Do Brejo Do Cruz";2514651;"São José Do Brejo Do Cruz"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19550";"Borborema";2502706;"Borborema"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19569";"Santa Inês";2513356;"Santa Inês"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19577";"Brejo Do Cruz";2502805;"Brejo Do Cruz"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19585";"Amparo";2500734;"Amparo"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19593";"Brejo Dos Santos";2502904;"Brejo Dos Santos"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19607";"Casserengue";2504157;"Casserengue"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19615";"Caaporã";2503001;"Caaporã"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19623";"Gado Bravo";2506251;"Gado Bravo"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19631";"Cabaceiras";2503100;"Cabaceiras"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19640";"Poço Dantas";2512036;"Poço Dantas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19658";"Cabedelo";2503209;"Cabedelo"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19666";"Joca Claudino";2513653;"Joca Claudino"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19674";"Cachoeira Dos Índios";2503308;"Cachoeira Dos Índios"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19682";"Tenório";2516755;"Tenório"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19690";"Cacimba De Areia";2503407;"Cacimba De Areia"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19704";"Coxixola";2504850;"Coxixola"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19712";"Cacimba De Dentro";2503506;"Cacimba De Dentro"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19720";"Parari";2510659;"Parari"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19739";"Caiçara";2503605;"Caiçara"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19747";"Pedro Régis";2512721;"Pedro Régis"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19755";"Cajazeiras";2503704;"Cajazeiras"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19763";"Alcantil";2500536;"Alcantil"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19771";"Caldas Brandão";2503803;"Caldas Brandão"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19780";"Barra De Santana";2501575;"Barra De Santana"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19798";"Camalaú";2503902;"Camalaú"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19801";"Caturité";2504355;"Caturité"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19810";"Campina Grande";2504009;"Campina Grande"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19828";"Riacho De Santo Antônio";2512788;"Riacho De Santo Antônio"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19836";"Carrapateira";2504108;"Carrapateira"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19844";"Aparecida";2500775;"Aparecida"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19852";"Catingueira";2504207;"Catingueira"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19860";"São Francisco";2513984;"São Francisco"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19879";"Catolé Do Rocha";2504306;"Catolé Do Rocha"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19887";"Vieirópolis";2517209;"Vieirópolis"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19895";"Conceição";2504405;"Conceição"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19909";"Areia De Baraúnas";2501153;"Areia De Baraúnas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19917";"Condado";2504504;"Condado"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19925";"Algodão De Jandaíra";2500577;"Algodão De Jandaíra"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19933";"Conde";2504603;"Conde"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19941";"Boa Vista";2502151;"Boa Vista"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19950";"Congo";2504702;"Congo"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19968";"Marcação";2509057;"Marcação"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19976";"Coremas";2504801;"Coremas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19984";"Maturéia";2509396;"Maturéia"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"19992";"Cruz Do Espírito Santo";2504900;"Cruz Do Espírito Santo"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20001";"Santa Cecília";2513158;"Santa Cecília"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20010";"Cubati";2505006;"Cubati"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20036";"Cuité";2505105;"Cuité"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20052";"Cuitegi";2505204;"Cuitegi"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20079";"Curral Velho";2505303;"Curral Velho"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20095";"Desterro";2505402;"Desterro"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20117";"Vista Serrana";2505501;"Vista Serrana"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20133";"Diamante";2505600;"Diamante"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20150";"Dona Inês";2505709;"Dona Inês"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20176";"Duas Estradas";2505808;"Duas Estradas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20192";"Emas";2505907;"Emas"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20214";"Esperança";2506004;"Esperança"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20230";"Fagundes";2506103;"Fagundes"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20257";"Frei Martinho";2506202;"Frei Martinho"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20273";"Guarabira";2506301;"Guarabira"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20290";"Gurinhém";2506400;"Gurinhém"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20311";"Gurjão";2506509;"Gurjão"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20338";"Ibiara";2506608;"Ibiara"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20354";"Imaculada";2506707;"Imaculada"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20370";"Ingá";2506806;"Ingá"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20397";"Itabaiana";2506905;"Itabaiana"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20419";"Itaporanga";2507002;"Itaporanga"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20435";"Itapororoca";2507101;"Itapororoca"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20451";"Itatuba";2507200;"Itatuba"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20478";"Jacaraú";2507309;"Jacaraú"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20494";"Jericó";2507408;"Jericó"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20516";"João Pessoa";2507507;"João Pessoa"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20532";"Juarez Távora";2507606;"Juarez Távora"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20559";"Juazeirinho";2507705;"Juazeirinho"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20575";"Junco Do Seridó";2507804;"Junco Do Seridó"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20591";"Juripiranga";2507903;"Juripiranga"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20613";"Juru";2508000;"Juru"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20630";"Lagoa";2508109;"Lagoa"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20656";"Lagoa De Dentro";2508208;"Lagoa De Dentro"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20672";"Lagoa Seca";2508307;"Lagoa Seca"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20699";"Lastro";2508406;"Lastro"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20710";"Livramento";2508505;"Livramento"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20737";"Lucena";2508604;"Lucena"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20753";"Mãe D'Água";2508703;"Mãe D'Água"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20770";"Malta";2508802;"Malta"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20796";"Mamanguape";2508901;"Mamanguape"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20818";"Manaíra";2509008;"Manaíra"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20834";"Mari";2509107;"Mari"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20850";"Massaranduba";2509206;"Massaranduba"
"12/04/2026";"09:00:07";12;25;"PB";"Paraíba";"20877";"Mataraca";2509305;"Mataraca"
